13537,IR-0018590,Change the priority weight
13538,IR-0018591,Test
13539,IR-0018592,Test
13540,IR-0018593,Test for Nelnet
13541,IR-0018594,Crystal reports
13543,IR-0018596,Needs to download 4.5
13544,IR-0018597,Help Need after setting second e-mail connector.
13547,IR-0018600,Services will not start after a server reboot
13549,IR-0018602,Trying to set up parent/child relationship
13550,IR-0018603,Duplicated incidents - need to delete them
13551,IR-0018604,Problem with redirection
13552,IR-0018605,Feature Request
13553,IR-0018606,General Question - Reports Section
13554,IR-0018607,Web Client / CMDB module / viewing CI's in map error?
13555,IR-0018608,ChangeGear error report from OSU Medical Center
13556,IR-0018609,Business Policy Automation not working properly
13557,IR-0018610,Wants to set up Email Connector
13558,IR-0018611,cannot reset password via login
13559,IR-0018612,Some approvals are not registering for some users through email
13560,IR-0018613,Replies creating new tickets
13561,IR-0018614,ChangeGear error report from OSU Medical Center
13563,IR-0018616,Activation question
13564,IR-0018617,Self Service Portal window re-size
13566,IR-0018619,Gets error report when clicking views tabs in CMDB on desktop client
13567,IR-0018620,Getting error report when trying to customize reports since upgrade to 4.5
13569,IR-0018622,Needed help setting up a custom lookup list and association
13570,IR-0018623,Question about upgrading to 4.6
13571,IR-0018624,Incident not sending ticket
13572,IR-0018625,How to specify the default view for each module
13573,IR-0018626,Checkbox not showing
13574,IR-0018627,Users can not edit their own rfc's that were created prior to upgrade to 4.5
13575,IR-0018628,Error when trying to post an Announcement 
13577,IR-0018630,Announcements Module
13578,IR-0018631,RDE import error messages
13579,IR-0018632,Why does scanning peripherals prompt for SNMP and is there any way to stop it?
13580,IR-0018633,ChangeGear error report from Fort Dearborn Company
13581,IR-0018634,ChangeGear error report from Fort Dearborn Company
13582,IR-0018635,BPA problem while Action is notify via e-mail
13583,IR-0018636,Automating Recurring change requests
13584,IR-0018637,Unable to Login to CG Client in CG test server using the same credential
13585,IR-0018638,Admin tab missing from desktop client
13586,IR-0018639,History tab / reassignment question
13587,IR-0018640,Can we export the template using SQL query or other Change Gear tool?
13588,IR-0018641,Questions on setting up automations in workflow
13590,IR-0018643,ChangeGear Certification
13591,IR-0018644,2 Questions about Change forms
13592,IR-0018645,Please activate
13593,IR-0018646,No Crystal Key?
13595,IR-0018648,Swift Surveys displaying results for "Company Party"
13596,IR-0018649,ChangeGear error report from Fort Dearborn Company
13597,IR-0018650,Asset Tags get reset after a manual scan or a RDE scan
13598,IR-0018651,Had brief problem after editing forms
13601,IR-0018654,Object reference error when trying to save incident model
13602,IR-0018655,How to pull in Requester's Title
13603,IR-0018656,approval process is not working within the new 4.6 upgrade and information in a field is not being saved
13604,IR-0018657,Fields pulled from Active Directory
13605,IR-0018658,Properties of filed not imported
13606,IR-0018659,BPA witn different E-mail templates based on change type
13607,IR-0018660,RE: BPA witn different E-mail templates based on change type
13608,IR-0018661,Emailed Old Task Notifications
13609,IR-0018662,RE: BPA witn different E-mail templates based on change type
13610,IR-0018663,2 Questions about workflows and forms
13611,IR-0018664,AD Synce Is Timing Out
13612,IR-0018665,How do I scan a DEC server running Alpha Chipset
13613,IR-0018666,RE: Filtering drop downs in forms
13614,IR-0018667,Link in Announcement email not working
13615,IR-0018668,Do you have any documentation on the traffic size generated by RDE packet returns?
13616,IR-0018669,ticket OID filter bad words?
13617,IR-0018670,ASP.net error messages on our ChangeGear prod server
13618,IR-0018671,What details are we able to get from Mac OS using SSH and/or SNMP?
13619,IR-0018672,How does the new duplicate logic work in version 4.6?
13620,IR-0018673,ChangeGear error report
13621,IR-0018674,Known Error
13622,IR-0018675,How do I add text only to forms and how do I group fields together?
13623,IR-0018676,Had problem with Business service
13624,IR-0018677,Incident Type is disappearing after submitting on the webportal
13625,IR-0018678,Question on how to use forms
13626,IR-0018679,error when adding new lookup list to incident form
13627,IR-0018680,Additional questions
13628,IR-0018681,Populating user defined forms from delimited text file
13629,IR-0018682,Fields that are populated in the IR tickets are not showing up when Printing
13630,IR-0018683,ChangeGear Error when creating view in CMDB web and sorting by Location
13631,IR-0018684,Can Powershell script be run to directly create users in ChangeGear
13632,IR-0018685,how I can get an account in mysunview?
13634,IR-0018687,Patch 1
13635,IR-0018688,How to export and import customizations
13636,IR-0018689,Question on setting up hierarchal lookup list
13637,IR-0018690,Mapped column for requester displays the logged in user's value and doesnt update when the requester is changed until ticket is saved
13638,IR-0018691,Assistance with adding mapped value for "customer's title"
13639,IR-0018692,I need to make a change...
13640,IR-0018693,How to stop requester from auto-filling
13641,IR-0018694,Email connector stopped working
13642,IR-0018695,New ADsync tool ran for first time and duplicated service accounts on first import
13643,IR-0018696,RFC-009663: This is a test ticket
13645,IR-0018698,Audit trail not showing on the RUC Dev build
13646,IR-0018699,Syntax help
13649,IR-0018702,Requesters cannot see any information in the History or attachment tab
13650,IR-0018703,IUSR at Login Problem
13651,IR-0018704, SunView Software Support Incident #IR-0018620
13652,IR-0018705,Error when submitting ticket
13653,IR-0018706,Download Links for 4.6
13655,IR-0018708,Upgraded License
13656,IR-0018709,Bug when copying closed RFC
13658,IR-0018711,! UPGRADE FAILED IN PRODUCTION !
13659,IR-0018712,Problem with Integration service for few fields.
13660,IR-0018713,ChangeGear error report from OSU Medical Center
13661,IR-0018714,Question regarding end user forms
13662,IR-0018715,ChangeGear error report from OSU Medical Center
13664,IR-0018717,Error when trying to turn off Auto-Discovery on custom type in CMDB through dt client
13665,IR-0018718,My Account on Web Portal
13667,IR-0018720,Not allowing approver to be added manually in change module
13670,IR-0018723,Incident templates missing
13671,IR-0018724,Impacted users/groups issue
13672,IR-0018725,Feature Request
13673,IR-0018726,Our environment is changing. Will change gear 4.5 support the below environment.
13674,IR-0018727,Roles functions
13675,IR-0018728,Unable to Promote Incidents to RFC
13676,IR-0018729,Need assistance in uploading Crystal Reports in Healthways Service View
13677,IR-0018730,Can Requester's Items get added to the Related Items tab and can additional detail of the CI be displayed there?
13678,IR-0018731,How can you make an Incident workflow action edit the value of a CI?
13679,IR-0018732,Needed help getting Requester's Items back on to Incident form.
13680,IR-0018733,Cannot get phone number (non-active directory) to display in mail message
13681,IR-0018734,Upgrade to 4.6 from 3.0 and CGWeb virtual directory will not stay it keeps disappearing in IIS
13682,IR-0018735,Getting "This thread is being aborted message" when approving RFC's sometimes
13684,IR-0018737,Form Editor - Object Spacing?
13685,IR-0018738,Activation Key
13686,IR-0018739,If the helpdesk email that is connected to CG is BCC'd in an email will it generate a ticket?
13687,IR-0018740,Distributed reports not working properly
13688,IR-0018741,Errors with setting up Email Connector
13689,IR-0018742,Modify Security\Users View
13690,IR-0018743,Linking Related Items
13691,IR-0018744,Issue with dev and production environments point to prod database
13692,IR-0018745,Question regarding customizing analysis tab
13693,IR-0018746,w3wp memory useage appears higher than normal
13694,IR-0018747,Can reports be automated and sent to an email address?
13695,IR-0018748,Need help setting automation for ADsync on 2nd domain
13696,IR-0018749,Is there a way for Changegear to Send out an email to our Help Desk notifying someone submitted a ticket through the self service portal?
13697,IR-0018750,User in certain Role cannot create new change task 
13698,IR-0018751,Dyanmic Role naming
13699,IR-0018752,Tasks still erroring out even after latest patch
13700,IR-0018753,Reporting distribution tool not sending emails.
13701,IR-0018754,Email reports
13702,IR-0018755,Email connector is not parsing some emails that were BCC
13703,IR-0018756,Search feature still not working and sometimes produces errors
13704,IR-0018757,Getting error when trying to approve RFC
13705,IR-0018758,Question about RFC templates and Impacted Resources
13706,IR-0018759,Oncall paging system 
13707,IR-0018760,Can announcements be automatically updated after they have already been published?
13708,IR-0018761,What does the "location" drop down in the Announcement portal actual filter based on?
13709,IR-0018762,ChangeGear error report
13710,IR-0018763,Email notification for Tasks assigned not working
13711,IR-0018764,Email Connector needs to be restarted daily
13712,IR-0018765,Owner field to display only Operations or Production
13713,IR-0018766,Problem with updating client after applying patch
13714,IR-0018767,Upgrade to v 4.6
13715,IR-0018768,Link Assoicates with Level
13716,IR-0018769,Will deleting certain folders from an export before importing cause problems?
13717,IR-0018770,Questions about ChangeGear
13718,IR-0018771,How do I make a field inside of our change request required?
13719,IR-0018772,How can you blank out the AssignedTo field if a value has been previously saved in the field?
13720,IR-0018773,Offline activation for production
13721,IR-0018774,Automated Approval Groups - Healthways Instance
13722,IR-0018775,Adding CI's to self service portal
13723,IR-0018776,Field attribute: UseSystemValues
13724,IR-0018777,ChangeGear error report
13725,IR-0018778,Adding associations
13726,IR-0018779,Adding "Effort" field to a form
13728,IR-0018781,Is there any way to have multiple layers on the calendar so we can accommodate different regions/country's?
13729,IR-0018782,CG service is not working
13730,IR-0018783,Sorry. Here is the detail screen shot for the error I just sent.
13731,IR-0018784,Drop down only showing first 100 users
13732,IR-0018785,Integrating CG with another application and is interested in CG Integration Service
13733,IR-0018786,Should To: field be populated in outgoing emails from ChangeGear
13734,IR-0018787,To: field is not being populated in outgoing email notifications
13735,IR-0018788,Difficulty adding rules to actions in Change Workflow Editor
13736,IR-0018789,How to enable run code
13739,IR-0018792,Resource Import Template questions for CMDB
13740,IR-0018793,Can ChangeGear directly send out text messages?
13743,IR-0018796,email connector not working service wont start
13745,IR-0018798,Business Policy Automation Rule Not Running Properly
13747,IR-0018800,Error when adding a lot of impacted resources to a template
13748,IR-0018801,Email: "More Info" from tickets does not update the ticket with a repsonse from the end user.
13749,IR-0018802,Question regarding patches
13750,IR-0018803,Question regarding bpas
13751,IR-0018804,Question regarding editing the label of a field in CMDB
13753,IR-0018806,User defined fields stopped appearing on RFC and Incident forms
13755,IR-0018808,Can't run RDE
13756,IR-0018809,Completion Date is updating if the ticket is modified after the ticket has already been closed.
13757,IR-0018810,Error creating CIs in ChangeGear 4.6
13758,IR-0018811,Feature Request
13759,IR-0018812,Newly upgraded dev server service won't start up
13760,IR-0018813,Test Server Not Initializing
13761,IR-0018814,Related Incidents not closing with the problem
13762,IR-0018815,I would like to see a report for what tasks are either in the new status or accept status for certain users or teams
13763,IR-0018816,Question about Task view in 4.6
13764,IR-0018817,Wanted to know difference in CG between CI Tracked Asset and Managed Resource
13765,IR-0018818,Question on how to export a report that shows all past due tickets
13766,IR-0018819,Wants information on ADsync for testing
13767,IR-0018820,Web service down
13768,IR-0018821,Unhandled exception using Schedule option in RDE
13769,IR-0018822,ChangeGear service account is replicating itself after service restarts
13772,IR-0018825,Email Connector Settings for POP 3 No Longer Working For ChangeGear- Urgent
13773,IR-0018826,simmons - email connector log
13774,IR-0018827,Not able to open .docx attachments since 4.6 upgrade
13775,IR-0018828,Discover CI's option greyed out from desktop client running on workstation
13777,IR-0018830,Import Crystal Reports from dt client is greyed out in version 4.6
13778,IR-0018831,Blackout dates in Change and/or Announcements
13779,IR-0018832,Questions about a specific user in Europe
13780,IR-0018833,Is there a way to prompt users to save ticket when changes made to a ticket and the user attempts to x out?
13781,IR-0018834,question about BPA
13783,IR-0018836,How to make due date not required
13784,IR-0018837,Healthways instance stopped working service wouldn't start back up
13785,IR-0018838,IE9 support
13786,IR-0018839,RDE Issues cannot get scheduled scan to complete
13787,IR-0018840,Approval Groups In Test Server Are Automatically Going To Assigned
13788,IR-0018841,Using same custom field multiple times
13789,IR-0018842,Assigned To field clears out of Incident tickets under certain circumstances
13790,IR-0018843,Questions about roles and teams
13792,IR-0018845,Track-IT 9 Issue
13793,IR-0018846,Please provide access to the ChangeGear Admin Guide
13795,IR-0018848,Official Activation problem
13796,IR-0018849,Self Edit Users
13797,IR-0018850,Summary field
13798,IR-0018851,BPA is sending out a notification twice
13799,IR-0018852,Error Message when trying to save a change to a template
13800,IR-0018853,"In Scope Change" Notification is not going out
13801,IR-0018854,Getting object reference error when submitting RFC
13802,IR-0018855,Custom fields are no longer filtering out non-requesters
13803,IR-0018856,Fwd: Knowledge Base Attachments
13804,IR-0018857,We would like user Scot Donecker to have a mysunview.com account under email sdonecker@sunflower.net
13805,IR-0018858,Automated Task notification contains link which opens incorrect RFC
13806,IR-0018859,Need assistance mapping our Location and Department fields in ChangeGear through Active Directory.
13807,IR-0018860,How to reset the report web display?
13808,IR-0018861,Error with Pipeline report unable to display RFC's Title/Summary 
13809,IR-0018862,4.6 improvement - Email Connector
13810,IR-0018863,Question about email connector documentation and configuration
13811,IR-0018864,Questions about what replication we would recommend for SQL for failover scenario
13817,IR-0018870,Possible Bug: Desktop Report Builder
13818,IR-0018871,How do you clone a ChangeGear installation?
13819,IR-0018872,Commidea installation question
13821,IR-0018874,New lookup list is not displaying in web
13822,IR-0018875,RDE scan data for every IP address in range
13823,IR-0018876,Vulcan Materials: ChangeGear Express server move
13824,IR-0018877,I need assistance in finding the best solution for importing my old incident and change tickets from a different software program.
13825,IR-0018878,How to Block a sender from the connector
13826,IR-0018879,RE: changegear upgrade
13827,IR-0018880,New Fields - Not Saving Data
13828,IR-0018881,RE: changegear upgrade
13829,IR-0018882,Changegear upgrade issue with activation code
13830,IR-0018883,Users cannot see approvers after upgrade to 4.6
13831,IR-0018884,Departure at Rosenthal Collins Group
13832,IR-0018885,ADSync does not pull over the Mobile attribute
13834,IR-0018887,How do you make ChangeGear the default website so you don't type /cgweb
13835,IR-0018888,Errors when launching dt client
13836,IR-0018889,Email approval is not registering
13837,IR-0018890,RE: CMDB Form question
13838,IR-0018891,Need information on updating Change Gear user records using webservice
13839,IR-0018892,My phone number is incorrect
13840,IR-0018893,Error attaching file to a ticket
13842,IR-0018895,implementing new licenses
13843,IR-0018896,Fields in form on web client are compressed
13844,IR-0018897,How to create a template with predefined tasks for new hires?
13845,IR-0018898,Can an RFC be closed before the tasks are completed and is there a way to prevent an RFC from doing so?
13846,IR-0018899,Request for MySunView Access for Diana Birmingham
13848,IR-0018901,template down arrow
13849,IR-0018902,ChangeGear error report
13850,IR-0018903,When promoting an Incident "Test" in description
13851,IR-0018904,User in custom role is not seeing KB actions he should be able to
13853,IR-0018906,Out of Memory Error
13854,IR-0018907,After update closed  incidents started reopening themselves
13855,IR-0018908,scheduled running and emailing of reports
13856,IR-0018909,Please provide information on how to create lookup lists/associations
13857,IR-0018910,LDAP Domain issues in ChangeGear Express
13858,IR-0018911,Hitting Enter Brings up Help Options
13859,IR-0018912,questions - issues with Change Management module
13861,IR-0018914,How do you get rid of the /cgweb easily for the ChangeGear URL
13862,IR-0018915,Issue with honoring time values when running reports
13863,IR-0018916,Getting a duplicate error when trying to rename CI's
13864,IR-0018917,Need License File
13865,IR-0018918,ChangeGear error report from Administaff
13866,IR-0018919,Created a custom lookup list in a change ticket.  List does not retain values when ticket is saved.
13868,IR-0018921,Cannot login after rebooting server
13870,IR-0018923,Web installation question
13871,IR-0018924,Not connecting to database
13872,IR-0018925,field: Assigned To
13874,IR-0018927,IR and RFC archival?
13875,IR-0018928,License for Development ChangeGear Server
13876,IR-0018929,Wanting network monitoring software to create tickets in ChangeGear with specific values set like Owner and Assigned
13877,IR-0018930,Wants Completion Date to fill in on Close action as well as custom action called Promote to Production 
13878,IR-0018931,How to add Approval tab to end user form
13879,IR-0018932,Email connector won't start  Error 2016:0xd8
13881,IR-0018934,Wants to know what tables the detailed scan information is stored in for Ad hoc reporting
13882,IR-0018935,email connector not always working
13890,IR-0018943,Undeliverable email
13891,IR-0018944,How to do a BPA to promote multiple IR to the same RFC
13892,IR-0018945,PIT defined
13894,IR-0018947,Duplicate names of same technician
13895,IR-0018948,URGENT: RE: How to do a BPA to promote multiple IR to the same RFC
13896,IR-0018949,ICentre failing to launch
13898,IR-0018951,ChangeGear error report from Fort Dearborn Company
13899,IR-0018952,4.6 Client unable to logon error on windows 7 64-bit 
13900,IR-0018953,Email connector / Web services not working when URL rewrite is in place on default website
13901,IR-0018954,POP3 Email connector settings will not work when set to Port 995 with SSL
13902,IR-0018955,VIP/HWC fields not saving values when set to read-only on form
13903,IR-0018956,Create new user form not working 
13904,IR-0018957,Incident Requester PIT fields not filling in until ticket is saved 
13905,IR-0018958,Search Error via web interface against all Incident tickets
13906,IR-0018959,Update Managers from Active Directory
13908,IR-0018961,What’s new in ChangeGear 4.6
13914,IR-0018967,The window the task ticket displays in closes when a workflow action is fired.
13915,IR-0018968,ChangeGear error report from Norwood Promotional Products
13917,IR-0018970,2 "Close" emails being sent
13919,IR-0018972,FW: Healthways Email Connector Stopped
13920,IR-0018973,All levels after level 1 are being skipped when approval is registered in RFC
13921,IR-0018974,Notes are copying when duplicating an existing RFC
13922,IR-0018975,The option to delete old Crystal reports is greyed out in the desktop client
13923,IR-0018976,Questions on filtering and configuring ADSync tool
13924,IR-0018977,can you have information care over from incident to change
13925,IR-0018978,if you promote a request from incident to change can you have the information moved to a specific template or form? 
13926,IR-0018979,Some users are not able to approve tickets
13927,IR-0018980,AD synch 
13928,IR-0018981,Changegear URL is not working
13929,IR-0018982,Approval notification questions
13930,IR-0018983,Removing Priorities
13931,IR-0018984,Announcement Portal Errors Out
13934,IR-0018987,4.5: modify field within a tab
13935,IR-0018988,Template
13936,IR-0018989,Need script to manually change Created and Completed Date.
13937,IR-0018990,error when creating a custom report
13938,IR-0018991,All reports are giving errors
13939,IR-0018992,Requester field on custom end user form
13940,IR-0018993,How can i hide a particular 'resource type' from the lookup lists within the web view under the CMDB tab?
13941,IR-0018994,Outgoing email templates formatting is not matching what is actually being sent
13942,IR-0018995,User created custom view that won't delete need instructions on how to delete through back end
13943,IR-0018996,Is is possible to remove fields and change workflow items in Express?
13944,IR-0018997,Importing Servers / from excel list into Inventory
13945,IR-0018998,Unable to open attachments in the new web interface
13946,IR-0018999,Cloned ChangeGear server and cannot get service to start
13951,IR-0019004,When printing Incidents several fields are left blank
13952,IR-0019005,Product functionality questions
13953,IR-0019006,Alternate support email addresses
13954,IR-0019007,ChangeGear error report
13956,IR-0019009,Issue with reports
13957,IR-0019010,Questions about CMDB and the dropdown menu
13963,IR-0019016,When trying to add an attachment to an RFC it asks for credentials twice hangs without uploading file
13964,IR-0019017,Question on how to test using 4.6
13965,IR-0019018,Need help importing updated tab to production
13966,IR-0019019,Automated RDE still now working right
13967,IR-0019020,Scans are not bringing devices as the right type
13968,IR-0019021,Detailed scans for some Windows devices are failing
13969,IR-0019022,Notifications for Change module do not go out consistently
13970,IR-0019023,new employee
13971,IR-0019024,Location field (requestor's) Pulls In as a number on the IT incident form
13972,IR-0019025,"Could not perform reject" error message.
13973,IR-0019026,exporting / importing workflow
13975,IR-0019028,Deleted users showing up when trying to run query in SQL on Person table
13976,IR-0019029,CMDB discovery or MM01 domain resources
13977,IR-0019030,What's the easiest way to remove the Knowledge Base webpart from the end user portal for Change Requesters?
13978,IR-0019031,CMDB displaying changes detected but then displaying no changes detected when we run a difference
13979,IR-0019032,Looking for a better way to view high level changes
13981,IR-0019034,Task # under Implementation Tab
13982,IR-0019035,RE: SQL scripts
13984,IR-0019037,Not finding templates after upgrade to 4.6.
13987,IR-0019040,ChangeGear error report
13988,IR-0019041,How to apply a new license in 4.5
13989,IR-0019042,Mapped columntitle on custom association is not populating on customer change
13990,IR-0019043,BPA that will repeat last action
13991,IR-0019044,ChangeGear error report
13992,IR-0019045,BPA's are not following rules like expected
13993,IR-0019046,Having Problems Saving changes in Entity Editor
13994,IR-0019047,Wanted to install a newer version of the client
13995,IR-0019048,After a server reboot the ChangeGear services are not running automatically
13996,IR-0019049,Multiple questions about ChangeGear
13997,IR-0019050,Changing a required field to only be required at a certain time
13998,IR-0019051,Error on client ChangeGear ver 3.5 Build 3.5.2442
13999,IR-0019052,Adding Privileges to a Role
14000,IR-0019053,Upgrade to 4.6
14002,IR-0019055,Performance issues.
14003,IR-0019056,Enquiry - How much time passes between a user closing his browser window and...
14004,IR-0019057,Change Gear Version 4.6 - Service Account license type issue
14005,IR-0019058,Questions regarding announcement portal functionality
14006,IR-0019059,Concurrent licenses
14007,IR-0019060,ChangeGear error report
14008,IR-0019061,ChangeGear error report from Fort Dearborn Company
14009,IR-0019062,ICenter giving error when trying to set a custom view as the view for Incidents
14010,IR-0019063,Getting error when trying to change Asset Tag information that was previously populated from a prior scan
14012,IR-0019065,Creating new IR brings up GoIWx custom MACD form
14013,IR-0019066,Asset Tag Still being wiped out after doing a manual scan
14014,IR-0019067,ChangeGear is displaying "Unknown Error" in the web client
14017,IR-0019070,Issue with Risk Approvers
14018,IR-0019071,Steps for Moving ChangeGear to New Server will not work.
14020,IR-0019073,Where did the template button go?
14021,IR-0019074,I would like the ADsync tool
14022,IR-0019075,Error trying to Attach Files
14023,IR-0019076,Re: ChangeGear Express Download
14024,IR-0019077,Email Connector functionality
14025,IR-0019078,Is it possible to get the $(CG_MID) variable to display in the body of the email?
14026,IR-0019079,Request 4.6 activation key be provided to Michael Broadnax
14027,IR-0019080,Unable to create new notification rule
14028,IR-0019081,How to customize the notification that goes out for Surveys
14029,IR-0019082,How do you get a report of the aggregrate results of Surveys?
14030,IR-0019083,ADSync on sandbox is giving error cannot find import file
14031,IR-0019084,Login to Sunview ChangeGear ticket system password issue
14032,IR-0019085,Simmons College - CGADsync folder
14034,IR-0019087,Form setup issue
14038,IR-0019091,Unable to Delete first imported Crystal Report
14039,IR-0019092,Incident Requesters default privileges
14041,IR-0019094,All levels after level 1 are being skipped when approval is registered in RFC
14042,IR-0019095,Build 3918
14043,IR-0019096,Getting error every time certain CI's are opened in the desktop client or when changes are made to those same CI's
14044,IR-0019097,External e-mail notifications (revisit)
14047,IR-0019100,Editing fields in CMDB
14048,IR-0019101,Email Log For Notifications Sent From CG
14049,IR-0019102,Incident Module:  Adding a UDF named Work Request Priority to a Form
14050,IR-0019103,Cannot modify field
14051,IR-0019104,Question on setting up remote RDE scanning
14052,IR-0019105,ChangeGear error report from Fort Dearborn Company
14053,IR-0019106,Comment box popups won't go away
14054,IR-0019107,Needs to make the boolean fields on Analysis tab all read-only
14055,IR-0019108,Question on what the Expression function does when doing Edit Value action
14057,IR-0019110,Request to have Department Full Name field in the ChangeGear
14062,IR-0019115,CG 4.6 - Installer problem
14063,IR-0019116,Disable the Knowledge Base access for Incident Requester role
14067,IR-0019120,Prod server running out of space - Is it OK to delete some folders?
14069,IR-0019122,Examine CG log file from after failure CG service restart was required to get web client back up
14070,IR-0019123,Web.Config file Authentication
14072,IR-0019125,Arabic support in Email connector
14074,IR-0019127,Notifications
14075,IR-0019128,Field chooser not working in web client
14076,IR-0019129,4.6 Email Connector did not work after upgrade
14078,IR-0019131,Scan Credentials
14079,IR-0019132,Active Directory - User Add into ChangeGear
14080,IR-0019133,Costs Value Decimal Too Many Digits
14081,IR-0019134,Object reference not set to an instance of an object error when creating a ticket from web services from Remedy to CG
14082,IR-0019135,Need a version of the Change Gear User Guide that I can edit
14083,IR-0019136,Question on Proxy Approver?
14084,IR-0019137,After you click an action can you have the ticket window close?
14085,IR-0019138,Removing/Modifying teams in CMDB
14086,IR-0019139,Problems after upgrading to 4.6
14087,IR-0019140,Need to install new version of changegear application
14088,IR-0019141,Request for installer
14089,IR-0019142,RE: couple of queries
14090,IR-0019143,Email connector crashing on error directory is not empty.
14091,IR-0019144,FPL New User Requiring Access to Sunview's Service Portal
14093,IR-0019146,Error message when trying to submit an Incident request using a custom form
14094,IR-0019147,I need to get a report of user time and date they logged in
14095,IR-0019148,Needs assistance doing import of data from excel file
14096,IR-0019149,Questions regarding cgadsync
14097,IR-0019150,Announcements are not publishing to portal
14098,IR-0019151,Offline Testing system
14100,IR-0019153,Incident Module issue
14101,IR-0019154,Wants to import resources into database
14102,IR-0019155,template for importing resources
14103,IR-0019156,Needs pending approvers in Order 1 of each approval state to get a separate notification
14104,IR-0019157,Can't open an attachment for an RFC
14105,IR-0019158,Needs to pull in Description from AD and map it to UDF_UserType in CG via ADSync
14106,IR-0019159,Add closed tickets to all promotion views
14107,IR-0019160,General Upgrade questions
14108,IR-0019161,Question regarding renaming a field
14109,IR-0019162,FW: Notification Rules
14110,IR-0019163,Windows devices that don't return scan details result in new CI's getting created
14111,IR-0019164,Needs a copy of the default change workflow diagram
14112,IR-0019165,Web error message happens periodically when application is left idle
14113,IR-0019166,Approver is not able to fire approve action on some tickets
14114,IR-0019167,Getting closed_BasicRule Failed when trying to close some tickets.
14115,IR-0019168,Wants to bring in "Employee ID" into incident form when requester is added
14116,IR-0019169,After importing resources they arent selectable from the web
14117,IR-0019170,How change a "Type" on CMDB for existing CI
14118,IR-0019171,Is it possible to manually add or change configuration details for a CI and can you add multiple IP Addresses for a CI
14119,IR-0019172,Getting object reference error when promoting Incident to new RFC
14120,IR-0019173,Additional edits to custom report
14121,IR-0019174,Need assistance moving configuration changes to ChangeGear from dev to prod.
14125,IR-0019178,Questions regarding cgadsync
14126,IR-0019179,Issue with tickets not showing up in the "Pending Approval" view for a user who is up for approval
14128,IR-0019181,Changegear slowness
14129,IR-0019182,Needs 4.5 license sent
14130,IR-0019183,Change primary contact
14131,IR-0019184,Changegear timeout questions
14132,IR-0019185,How to change the default password that gets created when creating user's through changegear web.
14133,IR-0019186,Topics field in Knowledge Base
14134,IR-0019187,Additional software licenses
14135,IR-0019188,Habitat's Customer ID and Password needed for Michael Broadnax
14136,IR-0019189,Create new login
14137,IR-0019190,Questions regarding support business hours
14138,IR-0019191,Issues with CMDB
14139,IR-0019192,Changes for VIP
14140,IR-0019193,reg. Activation file
14141,IR-0019194,RE: reg. Activation file
14143,IR-0019196,IE browser opens when email icon selected
14144,IR-0019197,Sent To buttons
14145,IR-0019198,Notes Field in ChangeGear
14146,IR-0019199,FW: SunView Software Order
14147,IR-0019200,Visio Change Workflows
14148,IR-0019201,ChangeGear error report from Kronos Inc.
14149,IR-0019202,Questions  regarding editing a description field in incident
14150,IR-0019203,After Upgrading to 4.6 the client works but the web app has an error (see detail below)
14151,IR-0019204,Date format for xml import
14152,IR-0019205,Approval Groups
14153,IR-0019206,Set Custom View as a default view
14154,IR-0019207,Missing KB article
14155,IR-0019208,Self-Service Label Change
14156,IR-0019209,Austal - 20747
14159,IR-0019212,CMDB not available after upgrading to 4.6
14162,IR-0019215,RE: CGEmailCnctr Service unable to start
14164,IR-0019217,Getting "Application initialization failed" error most every morning
14165,IR-0019218,FW: Upgrade to CG 4.6
14166,IR-0019219,Questions regarding approval groups
14167,IR-0019220,Questions regarding 4.6 upgrade
14168,IR-0019221,Email notification when ticket assigned
14169,IR-0019222,Issue with templates no longer displaying after upgrade to 4.6
14170,IR-0019223,Form filter of status "does not equa"l fails
14171,IR-0019224,Introduction to Service Catalog
14172,IR-0019225,Question regarding reporting module
14173,IR-0019226,ChangeGear 4.6 license file request
14174,IR-0019227,Administrator module not viewable.
14175,IR-0019228,ChangeGear is not sending out Email Notifications
14176,IR-0019229,Creating Teams
14177,IR-0019230,Request to make IP Address field writable
14178,IR-0019231,Some factory cmbd views dont display on web
14181,IR-0019234,Email connector failure
14182,IR-0019235,Email Connector Questions
14183,IR-0019236,Lookup list not available in reports
14184,IR-0019237,Editing self service portal to include forms that use a particular template or form
14188,IR-0019241,Changegear Services crashed at startup
14189,IR-0019242,BUG with proxy approver - VERY URGENT - Business stand
14190,IR-0019243,Feature Request
14191,IR-0019244,FW: Change Gear Tech Specs
14192,IR-0019245,AD synchronization is not pulling in disabled AD account information properly some disabled AD accounts are enabled in CG after import
14193,IR-0019246,Ability to delete 'My Views" Without having to go into the database to delete them
14194,IR-0019247,RE: BUG with proxy approver - VERY URGENT - Business stand
14195,IR-0019248,Object reference error trying to open factory Peripherals view in desktop client
14197,IR-0019250,Patch 2
14198,IR-0019251,Wanted clarification on the Approvers dynamic role
14199,IR-0019252,Incident Requesters unable to view an Incident in New In Progress and Pending Close states
14200,IR-0019253,RE: Incident Requesters unable to view an Incident in New In Progress and Pending Close states
14201,IR-0019254,Incoming email is not being processed
14202,IR-0019255,Survey set up
14203,IR-0019256,Notification Issue - "Request UAT" Not Working
14204,IR-0019257,RE: BUG with proxy approver - VERY URGENT - Business stand
14206,IR-0019259,Assistance creating new workflow
14207,IR-0019260,FW: Impacted Resources tab missing in new version
