505,ChangeGear 3.5 Incident Questions
506,What field can be used for CI location?
507,Need help setting up Email Connector
508,Email Connector Not Connecting to CG
509,Error Viewing Approval Views in DT Client
510,Issue installing new enterprise edition
511,Knowledge base editor - Images
512,business rule sends multiple reports
513,Need to move SQL to new server
517,Migration and Upgrade
518,ChangeGear error report from Ameren
521,Error trying to reject
522,Hyperlink editor for Notifications is adding %25 to link each time it's edited
524,Word wrap when adding comments
525,LastModifiedBy "closed rfc"
526,password
527,Upgrade and customization questions
528,are these valid fields for an announcement?
529,ChangeGear Email Connector
532,CGMobile Config issues
534,Can they upgrade from 2.0 directly to 3.5? or is 3.0 upgrade required?
535,License Check (Cirrus)
536,License Check (FBR)
537,Login Credentials for MySunView
538,New license file
539,Inadvertently upgraded prodution 3.0 DB to 3.5 and need to know what to do
540,Times changing in RFCs
541,Can't see Resources from Impacted Resource Chooser on Web
542,Conditional approvals assistance
544,Want to upgrade 2.0 to 3.5
545,What is max length for KB Article
546,License Check (Purdue)
547,License Check (Canetic)
548,License Check (ENIUK)
549,Can Content of Self Service Portal be edited?
552,Error viewing My Approvals on DT client
553,Results of testing ChangeGear 3.5 - Issue importing email templates to BPA Rules
554,License Check (MarketTools)
556,Question about running a script from an Alert/BPA
557,Issues with ChangeGear 2.0 and cgpromote.exe
562,web service went down again
563,Error from WP Carey
565,License Check (Ohio State Youth) Urgent
568,"License Check (Blake, Cassels)"
569,Multicast broadcast from ChangeGear server
570,Cannot Create Relationship Types
571,Some RFCs are showing up as wrong state in grid and using wrong buttons in editor
572,RDE won't run as scheduled task
573,Cant attach attachments to incidents
574,Licensed CIs for Sutter Connect
575,Post 3.5 upgrade Announcements - Trial data
577,build 2430 trouble - Upgrade seems to not work
578,Date Range and Public Availability for Custom Reports
579,After upgrading to 3.5 user in Custom Role does not have action buttons available 
580,License Check (Administaff)
582,Can feature to reassign to requester on Need More Info be disabled
583,CMDB on Web is Read Only
584,Object belongs to another session with creating RFC
585,License Check (Knology)
586,Time changing in RFCs
587,DT Client Login Error: Security.SSPI DeleteSecurityContext failed. Error Code = '80090301'. 
588,License Check (BC Lottery)
590,Task Based BPA Does Not Send Email
591,RDE is overwriting Procurement Details of CIs
592,License Check (Black & Decker)
593,License Check (ENI Petroleum)
594,Need ChangeGear Serial Number
595,License Check (Chick-Fil-A)
596,CI and Discovery reporting questions
599,DT Client Login Error: Security.SSPI DeleteSecurityContext failed. Error Code = '80090301'. 
604,License Check (Blast Radius)
605,License Check (BancFirst)
606,Auto Announce Question
607,Duplicate email with Announcement rules
608,"Need CG 3.0 lic for extra seats - Prod not upgraded to 3.5, yet"
609,Need more CI licenses
610,Descriptions do not show on published service announcements when viewing from the self service portal
611,License Check (Franciscan Skemp)
612,Cannot fill in IP Address of CI
614,Cannot find Approvers.Approval Status in Field picker for Conditions on new BPA
615,Template doesn't work
616,Need to Scan IBM System i Servers
618,License Check (CIBC Offshore)
622,Need URL to Link to RFCs
624,RFC Opened from Email Link Opens Wrong RFC
626,Object Reference When Editing BPA
627,License Check (Mercantile)
628,Error Logging in to CG DT Client
629,Questions about implemting RDE - Customer just added CMDB
630,Unable to access user accounts after updating production server to version 3.5
631,License Check (Synthes)
632,ChangeGear error report from BC Lottery Corp
633,Want to Create Notification Rules
635,Login Error - Security.SSPI DeleteSecurityContext failed. Error Code = '80090301'
636,Custom Roles are throwing error when opened in DT Client
637,Cannot login to CG After 3.5 upgrade
638,VPN Error caused login error to CG Server
639,Web Application - Closing RFC does not prompt a SAVE Feature
643,need mysunview password reset
644,RE: How to Create RFC ticket thru XML Webservice Layer
645,License Check (Tolko)
646,License Check (NHS24)
647,Some users getting error opening Published view for announcement when accessing CGWeb
648,License Check (Virtusa)
649,License Check (Caraustar)
650,How can we tell what users are using a concurrent seat
652,Issues with DT Client after 3.5 upgrade
653,Can't run a Report in My Reports
654,Erratic behavior with Standard Reports (3.5)
655,Close Type on Web Not Being Set Properly after 3.5 upgrade
656,Questions about upgrade (2.0 -> 3.5)
657,Cannot view attachments from before 3.5 Upgrade
658,Quote for additional named seats
659,Editing Approvers Causes Unpredictable Behavior
660,Licence Check (Toxikon)
662,ChangeGear database migration
663,Web users Cannot add Category or Assignee
664,Submit notification rule sending Resubmit template
665,Issues witn scanning
666,Preferences.xml issue
667,ability to copy a ticket
668,RDE link does not appear on CMDB tab
669,CG 3.5 Allowing Closed RFCs to be Edited
670,Description is getting double entries in IRs
671,Cannot view custom view after removing preferences.xml
672,License Check (OSU)
673,Need to know how to get user logged in to CG from PC that  is not a member of domain
674,Can views be created to view incidents for only 1 group
675,Open Ticket Attachment
676,Some Servers Not Scanning
677,Errors on client installation - Not pulling customizations from server
678,Email to Impacted Users/Groups not working
679,Problem with BPA to Unsubmit and Email when RFC has no Deployment Owner
681,Questions
682,Cannot Remove Members of Roles
684,Tasks View on CGWeb
685,License Check (Stratosphere)
686,Licence Check (Long Term Care Group)
687,Upgrading server to 2K3 SP2
688,End Users Cannot Edit Unsubmitted RFC
689,Error Creating a new announcement from RFC
690,Cumulative patch for FBR environment
691,Issue at OSU
692,Impacted resources can't add through CGWeb - List is coming up blank
693,Left Hand Side Navigation for Active Requests or Closed Requests returns error
694,Deleted Change Types  are showing up when creating a new ticket.
695,Windows 2003 SP2
697,License Check (Alverno) Urgent
698,Improved Reports Package
699,Approver does not seem to have been added correctly to RFC
700,Upgrade Questions
701,ChangeGear software - Speedco
702,User cannot approve RFC
703,RFC History Comments dialog does not automatically have comments input box active
704,Web Add Attachment Dialog too short for content
705,License Check (Atlanta Public)
706,License Check (DOD Education)
707,Help installing Web Services
709,Need to add a link to a web form
710,Silent install of ChangeGear 3.5 Client
711,End Users Cannot Edit RFC after Submit
712,Can RFC Number be assigned on NEW instead of save (to act like previous versions)
713,Want Summary Field dropdown on CGWeb
714,Questions on expected behavior with 3.5 web
715,Seeing old users from Trial Data in Assigned To field after 3.5 upgrade
716,License Check (St Luke's)
717,Problem with Custom BPA
719,Close Type is Saving Incorrectly
722,Does CG CMDB Track Logs
724, Not all IRs showing in "My Active Incidents" view from the web
725,Users in Incident Requester Role cannot approve RFCs
726,Emails showing up as html code instead of html pages
728,License Check (CitiStreet)
729,Change Type Hierarchy
730,Mulit instance question
731,Root Element Missing Error on Custom View
733,Web Upgrade Doesn't Seem to be Working
734,Question on Symatec compatibility with ChangeGear
735,Description and Internal Notes being double entered for Incidents
736,Cannot login to ChangeGear - Concurrent seat not available
737,Issues with Approval Groups
738,Error when trying to scan windows servers not on the domain
739,BPA to Make RFCs with no Deployment Owner or Project go back to Unsubmitted doesn't work
740,Questions about relationships
741,Changing the default database
742,Questions about 3.0 upgrade
743,change gear not sending auto emails since Jan17pm
744,Announcements and Release Showing up Unlicensed.
745,Users over VPN cannot access ChangeGear
746,License Check (ENIUK)
751,Login Error to ChangeGear
754,discovery tool question
755,FW: please advise selective DB restore from change gear
756,"When editing CI info, navigating to another tab losses changes made on previous tab"
758,Attachment Type Lists Incorrect after 1.6 > 3.0 Upgrade
759,Cannot Edit Notification Rule for Request Validation after 3.5 upgrade
760,License Check (Isotrak)
761,Incident Requester Cannot Print Incident
763,User Cannot install CG DT client
764,Hitting Announcement Portal Calendar Directly from URL causes error when announcement is clicked
765,ChangeGear error report
766,Views not filtering SAR tickets correctly
767,Incorrect approvers approving tickets
768,Error on CGWeb 3.5 - ASP.Net is not registered properly with IIS
769,ChangeGear bug/problem
770,"Speedco, ChangeGear software"
771,Email notifications not working since upgrade to 3.5
772,Cannot login to ChangeGear
774,Changegear 3.5 Resourse Error
776,Problems with Email Notification Recipients
777,"ChangeGear error report from Stratosphere Gaming, Inc."
778,Want to Modify Batch Email Template sent by BPA
779,ChangeGear error report from Trafelet Delta Funds
780,self service portal - Separate Change and Service Desk landing page
781,Incident module workflow customization - Make resolve go to close instead of pending close
785,License Check (ENIUK)
786,License Check (Speedco)
788,Importing CIs to CMDB
790,ChangeGear Crashing when adding Approvers
1773,Link option not available on attachments
1774,"Mail Stopped Working, Incidents are not being created"
1775,CI names change upon discovery
1776,History Comment Seems to be Partially Saving in the Modified Fields field
1777,Questions about CMDB
1779,ChangeGear error report from Cirrus Design Corporation
1781,Want to Customize Attachment Types
1782,Approval Report Showing Wrong Approve Date
1783,Problems with Citrix and CGWeb
1784,Problems with CG3.5 and IE7
1786,Custom views in CG - Can Save but not view
1787,FW: ChangeGear access for Unisys
1788,License Check (Administaff)
1789,Need to know how to Request Validation on RFC
1790,Error on ChangeGear Launch - String Was Being Aborted on Web
1791,CG 3.5 error
1792,Error trying to open Release Manager Role
1793,Notification rules
1794,License Check (Miller)
1795,Error on Test Send from Email Template
1797,Error in ChangeGear Change Module
1798,Change Gear 3.5 web error - '/CGWeb30/MainUI/Common/PersonChooser.ascx' does not exist
1799,Configurable items in CG
1800,RE: License Key for 3.5
1801,DT Client Saying It Needs to Update on Each Launch
1802,Issues addressed or not w/Patch 2433
1805,Can't follow link to RFC in email
1806,License Check (Womble)
1807,ChangeGear error report from Administaff
1808,License Check (Blake)
1809,DB setting
1810,RFC Ticket ID's not consecutive
1811,Questions on new install
1812,CG Web 3.5 end user error message - will not load at all
1813,Category is not available to end users in CG 3.5
1814,Error accessing newly created ticket
1815,Need Import Template for CIs with all fields visible
1817,ChangeGear ERROR _ WEB access down
1818,Change Type has only 1 dropdown after 3.5 upgrade
1819,notify cc alerts auto email not going out all the time?
1821,Email notifications have network id instead of users first and last name
1822,External Incident Generation for Non AD users
1823,Part of History comment being put into Modified Fields section of History comment
1824,Just performed upgrade to 3.5 and I am getting this message. 
1825,Cannot Access Changegear DT Client Through Firewall
1826,"IE 7, Office 2007, Vista Compatibility"
1827,Need to know how to install to SQL 2005
1828,CG Web client not working - 
1829,Problem logging new incident
1830,ChangeGear error report from Womble Carlyle Sandridge & Rice PLLC
1832,Server Dropdown
1833,Issue when updating RFC - Creating Duplicate RFC
1835,SQL Server 2005 Support?
1836,Error while approving change request
1837,CG 3.5 workflow\permission issues
1838,Category no longer visible to End Users on Web
1839,Renamed Business Service and Dependency Map no longer shows icon
1841,Report is not showing department for an Incident
1842,Update to ChangeGear 3.5.2440
1843,Update to ChangeGear 3.5.2440
1844,Update to ChangeGear 3.5.2440
1845,Update to ChangeGear 3.5.2440
1846,Update to ChangeGear 3.5.2440
1847,Update to ChangeGear 3.5.2440
1848,ChangeGear 3.5.2440 Update
1849,ChangeGear 3.5.2440 Update
1850,Sunview Roles
1851,CG 1.6 not connecting to CG 3.0 Server
1852,Client Will Not Start
1854,ChangeGear items liste as resubmit
1856,Cannot Approve RFC Even though user is on Approver List
1857,Option to Set Scheduled as Default in Announcements
1858,CG Web slow after upgrade to 2440
1859,RFC window in CG Web 3.5
1860,Alert Pending Approvers Doesn't Seem to Work For Multiple Approver Levels
1861,Changed Role and Now Cannot Access Administration
1863,Change Gear 3.5 client display issue
1865,Error Adding Impacted Resources Through Web in 3.5
1868,Memory utilization of client
1871,Discovery failures in CG 3.0
1872,"ChangeGear error report from Friedman, Billings, Ramsey"
1873,Approval Registered Notification
1874,Cannot approve RFC without Submit for Approval Privilege in 3.5 RTM
1875,Department field not populating properly for IRs
1876,CG service won't start after 3.5 upgrade
1878,V2.0 problem - Some RFCs Not Showing Up in All Tickets View
1879,RFC Close types not saving properly from web
1880,E-MAIL requester Truncating
1881,CG 3.5 Client upgrade error
1882,Changegear Report Designer issue
1883,Service Desk Questions
1885,License Check (Santander)
1886,RE: ChangeGear Mobile / Blackberry
1888,Communicator not available for download
1889,FW: Double incident (Peter Vawter)
1891,Can RFC go straight to In Progress from Pending Approval?
1892,Client Automatic Upgrade from 
1893,Crystal Reports and Database Diagram
1894,Error when trying to upgrade 2.0 client to 3.5 client
1895,3.5 Testing
1897,Moving CG DB to different DB server
1898,User Training
1899,A_LOGIN_FAILED: Security.SSPI DeleteSecurityContext failed. Error Code = 80090301
1900,Screen cut off
1901,License Check (USA Tech)
1902,"Change gear stopped responding around 3pm, Feb19"
1906,Questions on Links/DistLists/Views/Reports
1907,Cannot delete Department value for Existing CIs
1908,Production Installation Errors
1909,Commcell f5f10 (UNCLASSIFIED)
1911,please investigate: user received couldn't perform create message
1912,Production Communication Templates not saving.
1913,Cannot Find Column 0 Error
1914,Link to tasks from alerts not working
1915,Web Error
1916,Receiving error when attempting to import Users - using Datautil tool
1917,Xtra Grid Error
1919,Task notification
1921,Logging on server
1922,License Check (etelecare) Urgent
1923,Concurrent Seats Not Being Released Correctly
1924,Search Error in DT client
1925,License Check (ENIUK)
1926,License Check (Honda)
1930,Server Not Starting with New License
1931,ChangeGear V3.5 - Workflow questions
1932,Incident Module Troubles
1933,Database Rename
1934,Index Out of Bounds Error on Login
1936,Conditions on Approval Groups - AND or OR clause
1938,Need to know how to move ChangeGear Database
1939,ChangeGear error report from Palm Beach County School District
1940,Assigned To Notification for Incidents
1941,Need help with task BPAs
1942,Virtusa - Change Gear Database movement - Cannot restart service after moving DB
1943,Error Screen when submitting new Incident
1944,Error on Approver User Profile for certain roles
1945,changegear error report
1946,ChangeGear error report
1947,Approval report problems
1948,Lock on RFC and ability\inability to approve
1951,Concurrent Seats Not Being Released
1953,FW: Requester Validated RFC #302 - TEST Turnover - IGNORE THis Project#454313
1954,ChangeGear error report from Sutter Connect - CANPERFORMACTION_FAILED
1955,SQL Server Alert System: 'Demo: Sev. 20 Errors' occurred on \\DCVDB01
1956,License Check (City of Glendale) Urgent
1957,License Check (Administaff)
1958,License Check (Commerce Energy)
1959,License Check (Wilco)
1961,please advise: is there a way to identify # change gear auto emails scheduled/sent in specific time frame?
1962,"ChangeGear error report from City of Glendale, AZ"
1966,Custom Roles
1967,BCBSDE Business Automation Policies Not Working in Production
1968,Email doesn't seem to be sending from BPA
1969,ChangeGear Approver Shows Unapproved
1971,Sutter Connect V3.5 - Inquiry on Communicator Calendar
1972,Question about time zones
1974,ChangeGear error report from CitiStreet
1975,CGWeb Error After Upgrade
1976,"ChangeGear error report from City of Glendale, AZ"
1977,ChangeGear error report from Commerce Energy - Cannot find Column 0
1979,Name of Downtime Require filed in DB
1981,Questions on Service Desk
1982,workflow questions
1983,Error on Approving on Mac
1984,Reports Folder Under CGWeb30 Missing
1987,Error Searching CMDB
1992,Errors after Upgrade
1993,FW: ChangeGear Trial Instructions 
1996,ChangeGear error report from Commerce Energy
1999,Speedco ChangeGear errors
2000,Custom Report on All Closed Tickets for a Specific CI
2002,"Fields clearing out since upgrade, when changing to Configuration tab"
2003,Spacing when printing Incidents
2004,2 Assets with the same name
2005,Touchy Fields in the CMDB
2006,Page cutting off
2008,Problems updating to 2442
2010,License Check (American Seafood)
2011,CG Promote not working
2014,Object Reference Error from BC Lottery Corp
2015,Security.SSPI DeleteSecurityContext failed. Error Code = '80090301'
2016,Problems with 3.5 Upgrade Testing
2017,Problems with ChangeGear 3.5 Upgrade Testing
2018,Needs to run a report showing all Incidents for a particular CI or business service
2019,Trying to change Service User
2020,Error in MR - Created a custom view with same name as existing view and got error
2021,error when viewing global closed incidents 
2022,Issue with Roles file after upgrading
2027,Client memory usage
2029,Xtra Grid Error
2030,Deleting CIs does not delete relationships
2031,Andy Pellow - Scotland
2032,Error when trying to create/run Custom Reports
2033,Xtra Grid Error  from City of Phoenix
2034,Need more information in RFC printout
